miRNA,SRR13208980,SRR13208981
hsa-miR-181b-5p,1767.0,407.0
hsa-miR-181c-3p,2.0,1.0
hsa-miR-181d-3p,2.0,4.0
hsa-miR-181d-5p,62.0,6.0
hsa-miR-182-5p,1332.0,662.0
hsa-miR-183-3p,5.0,3.0
hsa-miR-183-5p,74.0,19.0
hsa-miR-1843,4.0,1.0
hsa-miR-185-3p,2.0,0.0
hsa-miR-185-5p,4.0,1.0
hsa-miR-186-3p,1.0,2.0
hsa-miR-186-5p,100.0,34.0
hsa-miR-18a-3p,29.0,27.0
hsa-miR-18b-5p,0.0,2.0
hsa-miR-1908-5p,1.0,1.0
hsa-miR-191-5p,29.0,21.0
hsa-miR-1910-3p,0.0,1.0
hsa-miR-192-5p,11.0,0.0
hsa-miR-194-5p,169.0,46.0
hsa-miR-195-5p,17.0,5.0
hsa-miR-196a-5p,7968.0,2597.0
hsa-miR-196b-5p,1.0,0.0
hsa-miR-197-5p,3.0,2.0
hsa-miR-199a-3p,51.0,30.0
hsa-miR-199a-5p,4.0,0.0
hsa-miR-199b-3p,112.0,4.0
hsa-miR-199b-5p,2.0,0.0
hsa-miR-19a-3p,2.0,1.0
hsa-miR-19b-3p,8.0,2.0
hsa-miR-200a-3p,3.0,0.0
hsa-miR-200a-5p,2.0,1.0
hsa-miR-200b-3p,3.0,0.0
hsa-miR-200b-5p,1.0,0.0
hsa-miR-200c-3p,1.0,2.0
hsa-miR-20a-3p,3.0,2.0
hsa-miR-20a-5p,1.0,0.0
hsa-miR-21-3p,5.0,5.0
hsa-miR-21-5p,1303.0,316.0
hsa-miR-210-3p,1.0,1.0
hsa-miR-2110,0.0,2.0
hsa-miR-217-5p,2.0,1.0
hsa-miR-218-5p,459.0,71.0
hsa-miR-22-3p,5.0,1.0
hsa-miR-221-3p,1245.0,394.0
hsa-miR-222-3p,1738.0,619.0
hsa-miR-222-5p,0.0,1.0
hsa-miR-224-5p,10.0,6.0
hsa-miR-2278,27.0,8.0
hsa-miR-2355-3p,14.0,8.0
hsa-miR-23a-3p,7140.0,2333.0
hsa-miR-23b-3p,3.0,1.0
hsa-miR-24-3p,34.0,8.0
hsa-miR-25-3p,139.0,63.0
hsa-miR-25-5p,1.0,1.0
hsa-miR-2682-3p,1.0,0.0
hsa-miR-26a-5p,41.0,1.0
hsa-miR-26b-3p,3.0,0.0
hsa-miR-26b-5p,9.0,0.0
hsa-miR-27a-3p,15.0,2.0
hsa-miR-27b-3p,17.0,3.0
hsa-miR-27b-5p,4.0,0.0
hsa-miR-28-3p,1065.0,365.0
hsa-miR-299-3p,2.0,3.0
hsa-miR-299-5p,0.0,1.0
hsa-miR-29a-3p,129.0,22.0
hsa-miR-29b-1-5p,1.0,2.0
hsa-miR-29b-3p,2.0,2.0
hsa-miR-29c-3p,2.0,0.0
hsa-miR-301a-3p,8.0,1.0
hsa-miR-301b-3p,3.0,0.0
hsa-miR-3064-5p,1.0,4.0
hsa-miR-3065-5p,0.0,16.0
hsa-miR-30a-3p,1.0,3.0
hsa-miR-30a-5p,555.0,349.0
hsa-miR-30b-5p,6.0,1.0
hsa-miR-30c-5p,80.0,12.0
hsa-miR-30d-5p,227.0,229.0
hsa-miR-30e-5p,216.0,75.0
hsa-miR-31-3p,1.0,0.0
hsa-miR-31-5p,25.0,10.0
hsa-miR-3124-5p,1.0,0.0
hsa-miR-3126-3p,1.0,0.0
hsa-miR-3129-5p,1.0,0.0
hsa-miR-3132,0.0,1.0
hsa-miR-3135a,1.0,0.0
hsa-miR-3135b,1.0,1.0
hsa-miR-3144-3p,9.0,6.0
hsa-miR-3145-3p,0.0,1.0
hsa-miR-3146,2.0,1.0
hsa-miR-3152-3p,5.0,4.0
hsa-miR-3156-5p,1.0,0.0
hsa-miR-3162-5p,0.0,2.0
hsa-miR-3164,0.0,2.0
hsa-miR-3182,107.0,155.0
hsa-miR-3192-5p,7.0,3.0
hsa-miR-3198,0.0,1.0
hsa-miR-32-5p,0.0,1.0
hsa-miR-3200-3p,0.0,2.0
hsa-miR-320a-3p,847.0,481.0
hsa-miR-320a-5p,81.0,24.0
hsa-miR-320b,43.0,40.0
hsa-miR-320c,16.0,2.0
hsa-miR-320d,12.0,2.0
hsa-miR-320e,165.0,61.0
hsa-miR-323a-3p,0.0,1.0
hsa-miR-324-3p,88.0,51.0
hsa-miR-324-5p,440.0,100.0
hsa-miR-329-5p,2.0,0.0
hsa-miR-331-3p,8.0,3.0
hsa-miR-337-3p,1.0,0.0
hsa-miR-337-5p,2.0,6.0
hsa-miR-338-3p,3.0,2.0
hsa-miR-339-5p,1.0,2.0
hsa-miR-33a-5p,1.0,0.0
hsa-miR-340-5p,3.0,0.0
hsa-miR-342-5p,1.0,0.0
hsa-miR-345-5p,1.0,0.0
hsa-miR-34a-5p,5.0,0.0
hsa-miR-34b-3p,1.0,0.0
hsa-miR-3609,42.0,82.0
hsa-miR-361-3p,4.0,0.0
hsa-miR-361-5p,1.0,0.0
hsa-miR-3610,2.0,0.0
hsa-miR-3612,0.0,1.0
hsa-miR-3614-5p,0.0,2.0
hsa-miR-3617-5p,3.0,0.0
hsa-miR-362-3p,2.0,0.0
hsa-miR-3648,1.0,9.0
hsa-miR-3651,0.0,2.0
hsa-miR-3654,0.0,39.0
hsa-miR-3655,6.0,1.0
hsa-miR-3662,0.0,2.0
hsa-miR-3665,1.0,4.0
hsa-miR-3679-5p,2.0,0.0
hsa-miR-3680-5p,4.0,0.0
hsa-miR-3682-3p,1.0,0.0
hsa-miR-3682-5p,0.0,1.0
hsa-miR-369-3p,1.0,0.0
hsa-miR-370-3p,559.0,195.0
hsa-miR-374a-3p,0.0,1.0
hsa-miR-374a-5p,1.0,1.0
hsa-miR-374b-5p,0.0,1.0
hsa-miR-376a-2-5p,1.0,0.0
hsa-miR-376a-3p,0.0,1.0
hsa-miR-378a-3p,2.0,0.0
hsa-miR-378d,55.0,9.0
hsa-miR-379-3p,3.0,0.0
hsa-miR-379-5p,3.0,0.0
hsa-miR-381-3p,9.0,6.0
hsa-miR-382-5p,1.0,0.0
hsa-miR-3913-3p,0.0,1.0
hsa-miR-3916,1.0,5.0
hsa-miR-3929,1.0,4.0
hsa-miR-3934-3p,9.0,1.0
hsa-miR-3960,7.0,89.0
hsa-miR-409-3p,71.0,29.0
hsa-miR-409-5p,1.0,0.0
hsa-miR-411-3p,4.0,1.0
hsa-miR-411-5p,1.0,0.0
hsa-miR-412-3p,2.0,0.0
hsa-miR-412-5p,3.0,0.0
hsa-miR-421,2.0,0.0
hsa-miR-423-3p,1.0,2.0
hsa-miR-423-5p,1.0,1.0
hsa-miR-424-3p,0.0,1.0
hsa-miR-424-5p,57.0,10.0
hsa-miR-425-3p,0.0,1.0
hsa-miR-425-5p,7.0,0.0
hsa-miR-4280,0.0,2.0
hsa-miR-431-3p,0.0,4.0
hsa-miR-432-5p,1423.0,908.0
hsa-miR-433-3p,1.0,0.0
hsa-miR-4330,1.0,0.0
hsa-miR-4426,2.0,27.0
hsa-miR-4444,3.0,1.0
hsa-miR-4445-5p,1.0,0.0
hsa-miR-4467,2.0,0.0
hsa-miR-4468,0.0,1.0
hsa-miR-4484,1.0,0.0
hsa-miR-4485-3p,11.0,13.0
hsa-miR-4497,1.0,0.0
hsa-miR-449a,10.0,2.0
hsa-miR-449b-5p,2.0,0.0
hsa-miR-449c-5p,0.0,2.0
hsa-miR-4504,7.0,2.0
hsa-miR-4508,1.0,0.0
hsa-miR-450b-5p,2.0,0.0
hsa-miR-4516,0.0,5.0
hsa-miR-452-3p,40.0,6.0
hsa-miR-4525,1.0,1.0
hsa-miR-454-3p,2.0,1.0
hsa-miR-454-5p,2.0,0.0
hsa-miR-4640-5p,2.0,4.0
hsa-miR-4645-3p,1.0,0.0
hsa-miR-4655-5p,0.0,1.0
hsa-miR-4658,2.0,0.0
hsa-miR-4660,3.0,1.0
hsa-miR-4685-3p,0.0,2.0
hsa-miR-4701-5p,0.0,1.0
hsa-miR-4717-3p,2.0,1.0
hsa-miR-4720-5p,1.0,0.0
hsa-miR-4721,1.0,0.0
hsa-miR-4733-5p,1.0,0.0
hsa-miR-4738-5p,1.0,0.0
hsa-miR-4766-3p,3.0,1.0
hsa-miR-4768-5p,0.0,1.0
hsa-miR-4774-5p,1.0,0.0
hsa-miR-4781-5p,1.0,0.0
hsa-miR-4791,26.0,44.0
hsa-miR-4793-3p,0.0,3.0
hsa-miR-4798-5p,26.0,2.0
hsa-miR-4804-3p,0.0,1.0
hsa-miR-484,231.0,91.0
hsa-miR-485-3p,0.0,1.0
hsa-miR-485-5p,0.0,2.0
hsa-miR-490-5p,13.0,2.0
hsa-miR-493-3p,1.0,0.0
hsa-miR-494-3p,71.0,5.0
hsa-miR-495-3p,1.0,0.0
hsa-miR-496,1.0,4.0
hsa-miR-499a-5p,2.0,0.0
hsa-miR-5000-3p,1.0,1.0
hsa-miR-5009-5p,0.0,2.0
hsa-miR-503-3p,1.0,0.0
hsa-miR-503-5p,4.0,0.0
hsa-miR-5087,2.0,0.0
hsa-miR-5089-3p,0.0,1.0
hsa-miR-5187-5p,0.0,1.0
hsa-miR-5196-5p,0.0,1.0
hsa-miR-532-5p,0.0,1.0
hsa-miR-541-5p,0.0,1.0
hsa-miR-542-3p,46.0,12.0
hsa-miR-542-5p,1.0,0.0
hsa-miR-543,1.0,0.0
hsa-miR-544a,2.0,0.0
hsa-miR-545-5p,4.0,0.0
hsa-miR-548ad-5p,11.0,7.0
hsa-miR-548ae-5p,0.0,1.0
hsa-miR-548ah-5p,1.0,0.0
hsa-miR-548ao-3p,0.0,1.0
hsa-miR-548ap-5p,0.0,1.0
hsa-miR-548f-3p,0.0,2.0
hsa-miR-548i,1.0,1.0
hsa-miR-548j-5p,6.0,2.0
hsa-miR-548t-5p,1.0,1.0
hsa-miR-549a-3p,1.0,0.0
hsa-miR-555,0.0,1.0
hsa-miR-558,0.0,1.0
hsa-miR-5581-5p,1.0,0.0
hsa-miR-5583-3p,8.0,2.0
hsa-miR-5588-5p,0.0,6.0
hsa-miR-561-5p,1.0,0.0
hsa-miR-5680,1.0,0.0
hsa-miR-5681a,0.0,1.0
hsa-miR-5698,1.0,0.0
hsa-miR-5699-5p,0.0,1.0
hsa-miR-5703,1.0,3.0
hsa-miR-574-5p,6.0,8.0
hsa-miR-576-5p,2.0,0.0
hsa-miR-584-5p,16.0,6.0
hsa-miR-585-3p,0.0,1.0
hsa-miR-587,0.0,1.0
hsa-miR-590-5p,8.0,0.0
hsa-miR-597-5p,1.0,0.0
hsa-miR-612,0.0,1.0
hsa-miR-616-3p,0.0,1.0
hsa-miR-619-5p,1.0,0.0
hsa-miR-622,0.0,2.0
hsa-miR-625-5p,9.0,3.0
hsa-miR-628-3p,8.0,2.0
hsa-miR-628-5p,1.0,1.0
hsa-miR-629-5p,3.0,0.0
hsa-miR-632,3.0,0.0
hsa-miR-638,1.0,0.0
hsa-miR-641,0.0,1.0
hsa-miR-6501-5p,1.0,2.0
hsa-miR-6505-3p,0.0,1.0
hsa-miR-6506-5p,1.0,0.0
hsa-miR-6514-5p,4.0,0.0
hsa-miR-654-3p,1.0,0.0
hsa-miR-658,2.0,3.0
hsa-miR-659-5p,2.0,1.0
hsa-miR-660-5p,6.0,3.0
hsa-miR-663a,26.0,166.0
hsa-miR-663b,0.0,6.0
hsa-miR-664a-3p,11.0,0.0
hsa-miR-664a-5p,14.0,8.0
hsa-miR-664b-5p,3.0,1.0
hsa-miR-665,1.0,0.0
hsa-miR-671-5p,15.0,6.0
hsa-miR-6734-5p,0.0,1.0
hsa-miR-6739-5p,1.0,3.0
hsa-miR-6740-5p,0.0,2.0
hsa-miR-6749-5p,0.0,1.0
hsa-miR-6758-5p,0.0,1.0
hsa-miR-6777-5p,1.0,0.0
hsa-miR-6783-5p,0.0,1.0
hsa-miR-6800-5p,0.0,2.0
hsa-miR-6850-3p,0.0,1.0
hsa-miR-6862-5p,0.0,1.0
hsa-miR-6875-5p,1.0,0.0
hsa-miR-7-5p,60.0,12.0
hsa-miR-7154-3p,0.0,2.0
hsa-miR-744-5p,9.0,11.0
hsa-miR-758-3p,1.0,1.0
hsa-miR-760,21.0,7.0
hsa-miR-765,0.0,2.0
hsa-miR-769-3p,4.0,7.0
hsa-miR-7705,1.0,0.0
hsa-miR-7854-3p,0.0,1.0
hsa-miR-8485,0.0,1.0
hsa-miR-889-5p,4.0,0.0
hsa-miR-9-3p,159.0,49.0
hsa-miR-9-5p,3.0,3.0
hsa-miR-92a-3p,9.0,6.0
hsa-miR-92b-3p,0.0,1.0
hsa-miR-93-3p,1.0,0.0
hsa-miR-93-5p,42.0,16.0
hsa-miR-935,1.0,0.0
hsa-miR-937-5p,1.0,0.0
hsa-miR-939-5p,1.0,1.0
hsa-miR-941,2.0,0.0
hsa-miR-942-3p,0.0,1.0
hsa-miR-942-5p,1.0,1.0
hsa-miR-98-5p,27.0,62.0
hsa-miR-9902,1.0,0.0
hsa-miR-99a-5p,9.0,0.0
hsa-miR-99b-5p,2.0,8.0
hsa-mir-12136-5p,1.0,0.0
hsa-mir-1248-5p,2.0,1.0
hsa-mir-1268a-5p,0.0,5.0
hsa-mir-1276-5p,1.0,0.0
hsa-mir-1285-2-3p,0.0,1.0
hsa-mir-1291-5p,3.0,0.0
hsa-mir-1303-3p,1.0,0.0
hsa-mir-133b-3p,0.0,1.0
hsa-mir-1972-1-3p,1.0,0.0
hsa-mir-3135b-5p,0.0,3.0
hsa-mir-3155a-3p,1.0,0.0
hsa-mir-3159-5p,2.0,0.0
hsa-mir-3168-5p,0.0,2.0
hsa-mir-3180-4-5p,0.0,1.0
hsa-mir-3610-3p,3.0,0.0
hsa-mir-3648-1-5p,0.0,44.0
hsa-mir-3648-2-5p,0.0,5.0
hsa-mir-3654-3p,0.0,6.0
hsa-mir-3655-5p,1.0,0.0
hsa-mir-378e-3p,0.0,1.0
hsa-mir-378i-5p,0.0,2.0
hsa-mir-3908-5p,0.0,3.0
hsa-mir-3929-3p,8.0,7.0
hsa-mir-3960-3p,0.0,1.0
hsa-mir-421-3p,3.0,0.0
hsa-mir-4281-3p,0.0,1.0
hsa-mir-4311-5p,0.0,1.0
hsa-mir-4324-3p,1.0,0.0
hsa-mir-4430-5p,2.0,1.0
hsa-mir-4479-3p,1.0,1.0
hsa-mir-4512-3p,1.0,0.0
hsa-mir-4517-5p,1.0,0.0
hsa-mir-484-5p,1.0,0.0
hsa-mir-496-3p,2.0,2.0
hsa-mir-5087-5p,0.0,1.0
hsa-mir-544a-3p,1.0,0.0
hsa-mir-555-3p,0.0,3.0
hsa-mir-558-3p,0.0,5.0
hsa-mir-6073-3p,0.0,1.0
hsa-mir-6083-3p,0.0,2.0
hsa-mir-612-5p,0.0,1.0
hsa-mir-622-3p,0.0,3.0
hsa-mir-663a-5p,19.0,118.0
hsa-mir-711-3p,1.0,0.0
hsa-mir-770-5p,12.0,3.0
hsa-mir-7705-5p,1.0,0.0
hsa-mir-8485-3p,0.0,6.0
hsa-mir-891b-5p,0.0,1.0
hsa-mir-940-3p,1.0,0.0
hsa-mir-941-3-3p,0.0,1.0
hsa-mir-9902-2-5p,0.0,1.0
